,卡片记录编码,交易金额,实际交易金额,交易时间,公司名称,线路名称,车牌号,经度,纬度,stop,站点,true_stop
11663,328712774,2,1.6,2014-06-10 12:28:01,西部公共汽车,334路,粤BH1177,114.071044,22.655591,26,雪象新村,1
10188,23250992,3,2.4,2014-06-10 12:30:07,西部公共汽车,334路,粤BH1177,114.065513,22.661201,6,坂田街道二办,2
10916,330115309,2,1.6,2014-06-10 12:32:51,西部公共汽车,334路,粤BH1177,114.057563,22.663566,67,岗头市场,4
11639,325333023,2,1.6,2014-06-10 12:32:54,西部公共汽车,334路,粤BH1177,114.057563,22.663566,67,岗头市场,4
10912,329862493,6,4.65,2014-06-10 12:35:13,西部公共汽车,334路,粤BH1177,114.055847,22.659282,51,坂田华城百货,6
11455,280266317,2,1.6,2014-06-10 12:38:56,西部公共汽车,334路,粤BH1177,114.06153799999998,22.651796,52,万科城实验学校,9
10921,360089800,2,1.6,2014-06-10 12:41:20,西部公共汽车,334路,粤BH1177,114.06105,22.648149,52,万科城实验学校,9
11652,326871540,3,2.0,2014-06-10 12:43:46,西部公共汽车,334路,粤BH1177,114.061546,22.638849,49,坂田路口西,12
11665,329402148,5,3.5,2014-06-10 12:43:54,西部公共汽车,334路,粤BH1177,114.059532,22.638416,15,坂田市场,13
10911,329823366,2,1.6,2014-06-10 12:44:54,西部公共汽车,334路,粤BH1177,114.058334,22.637716,15,坂田市场,13
11648,326691117,2,1.6,2014-06-10 12:50:22,西部公共汽车,334路,粤BH1177,114.042716,22.639383,56,水斗新村,16
11637,325274606,2,1.6,2014-06-10 12:50:25,西部公共汽车,334路,粤BH1177,114.042068,22.639734,56,水斗新村,16
10190,23531273,4,3.15,2014-06-10 12:51:21,西部公共汽车,334路,粤BH1177,114.04,22.640933,7,上油松村,17
11515,322977614,2,1.6,2014-06-10 12:52:49,西部公共汽车,334路,粤BH1177,114.035682,22.642522,60,牛栏前市场,18
10933,361320817,2,1.6,2014-06-10 12:52:57,西部公共汽车,334路,粤BH1177,114.034942,22.642696,60,牛栏前市场,18
10938,660024424,5,3.9,2014-06-10 12:55:25,西部公共汽车,334路,粤BH1177,114.031784,22.635076,35,牛栏前,20
11499,321594084,2,1.6,2014-06-10 12:55:35,西部公共汽车,334路,粤BH1177,114.031784,22.635076,35,牛栏前,20
11502,321750216,2,1.2,2014-06-10 12:58:21,西部公共汽车,334路,粤BH1177,114.031921,22.631505,30,沙吓,21
10189,23530208,5,3.9,2014-06-10 13:01:46,西部公共汽车,334路,粤BH1177,114.034111,22.625635,3,沙元埔,23
11485,294280079,2,1.6,2014-06-10 13:01:50,西部公共汽车,334路,粤BH1177,114.034294,22.624759,3,沙元埔,23
11498,321028720,2,1.6,2014-06-10 13:01:58,西部公共汽车,334路,粤BH1177,114.034294,22.624759,3,沙元埔,23
11496,320919313,2,1.6,2014-06-10 13:05:30,西部公共汽车,334路,粤BH1177,114.037498,22.616266,48,民康路口,24
11654,327157417,2,1.6,2014-06-10 13:05:49,西部公共汽车,334路,粤BH1177,114.038101,22.61515,48,民康路口,24
11488,294343351,2,1.2,2014-06-10 13:14:28,西部公共汽车,334路,粤BH1177,114.045379,22.596639,9,民乐地铁站,28
11641,325618582,2,1.2,2014-06-10 13:15:15,西部公共汽车,334路,粤BH1177,114.04811,22.592786,9,民乐地铁站,28
11507,322227850,2,1.6,2014-06-10 13:20:03,西部公共汽车,334路,粤BH1177,114.059249,22.571132,58,凯丰花园,29
11474,292300330,3,2.4,2014-06-10 13:20:10,西部公共汽车,334路,粤BH1177,114.057762,22.571182,58,凯丰花园,29
11464,290559253,2,1.6,2014-06-10 13:20:24,西部公共汽车,334路,粤BH1177,114.057762,22.571182,58,凯丰花园,29
10194,50564738,2,1.0,2014-06-10 13:23:42,西部公共汽车,334路,粤BH1177,114.052528,22.571239,59,中康公园,31
10937,660010666,2,1.6,2014-06-10 13:23:50,西部公共汽车,334路,粤BH1177,114.052528,22.571239,59,中康公园,31
10917,330345565,3,2.4,2014-06-10 13:24:43,西部公共汽车,334路,粤BH1177,114.049026,22.571081,13,梅林阁,32
11506,322158809,4,3.15,2014-06-10 13:24:59,西部公共汽车,334路,粤BH1177,114.047828,22.571355,68,梅林三村,33
10193,50438033,2,1.0,2014-06-10 13:27:13,西部公共汽车,334路,粤BH1177,114.040794,22.570308,25,梅林二村,34
11475,292619428,2,1.6,2014-06-10 13:34:40,西部公共汽车,334路,粤BH1177,114.030174,22.562267,69,深圳石油大厦,66
10923,360358200,2,1.6,2014-06-10 13:44:39,西部公共汽车,334路,粤BH1177,113.975738,22.563812,8,桃源村,43
11516,323291693,2,1.6,2014-06-10 13:50:03,西部公共汽车,334路,粤BH1177,113.962455,22.570047,12,新屋村,45
11659,327431258,2,1.2,2014-06-10 13:50:09,西部公共汽车,334路,粤BH1177,113.962455,22.570047,12,新屋村,45
11658,327392094,2,1.6,2014-06-10 13:56:40,西部公共汽车,334路,粤BH1177,113.950424,22.570121,28,龙辉花园,46
10186,23027896,2,1.6,2014-06-10 14:01:29,西部公共汽车,334路,粤BH1177,113.946861,22.559072,40,松坪村,49
11640,325441145,2,1.6,2014-06-10 14:01:32,西部公共汽车,334路,粤BH1177,113.946861,22.559072,40,松坪村,49
10182,20940339,2,1.6,2014-06-10 14:01:36,西部公共汽车,334路,粤BH1177,113.946861,22.559072,40,松坪村,49
11476,292649391,2,1.6,2014-06-10 14:02:46,西部公共汽车,334路,粤BH1177,113.944396,22.558828,66,朗山路中,50
11484,294180312,2,1.6,2014-06-10 14:02:51,西部公共汽车,334路,粤BH1177,113.942428,22.559284,33,孙逸仙心血管医院,51
11494,320113558,2,1.6,2014-06-10 14:04:46,西部公共汽车,334路,粤BH1177,113.940528,22.557525,57,科苑北环立交,52
11512,322503322,2,1.6,2014-06-10 14:05:05,西部公共汽车,334路,粤BH1177,113.940345,22.556156,57,科苑北环立交,52
10939,660445918,2,1.6,2014-06-10 14:05:12,西部公共汽车,334路,粤BH1177,113.940345,22.556156,57,科苑北环立交,52
10929,360913078,2,1.6,2014-06-10 14:08:38,西部公共汽车,334路,粤BH1177,113.940422,22.548515,53,科苑北,54
11662,328080439,2,1.6,2014-06-10 14:08:40,西部公共汽车,334路,粤BH1177,113.940422,22.548515,53,科苑北,54
11500,321695097,2,1.2,2014-06-10 14:22:18,西部公共汽车,334路,粤BH1177,113.936408,22.534755,21,粤海门村,64
11511,322399202,2,1.6,2014-06-10 14:22:21,西部公共汽车,334路,粤BH1177,113.935836,22.534385,21,粤海门村,64
9559,293219874,2,1.6,2014-06-10 18:15:16,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
10124,294864213,2,1.6,2014-06-10 18:17:50,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
10098,322923065,2,1.6,2014-06-10 18:18:16,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
10208,326635316,2,1.2,2014-06-10 18:18:18,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
10206,326445952,2,1.6,2014-06-10 18:18:20,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
9401,180027691,2,1.6,2014-06-10 18:18:23,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
9022,328391131,2,1.6,2014-06-10 18:18:32,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
10097,322640723,2,1.6,2014-06-10 18:18:40,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
10217,327414005,2,1.6,2014-06-10 18:18:42,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
10140,321561099,2,1.6,2014-06-10 18:18:59,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
9036,360383822,2,1.6,2014-06-10 18:19:13,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
10102,323593200,2,1.6,2014-06-10 18:19:15,西部公共汽车,334路,粤BH1177,114.06668799999998,22.66082,6,坂田街道二办,2
9550,292161761,2,1.6,2014-06-10 18:25:15,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
9400,80416427,2,1.6,2014-06-10 18:25:17,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
10139,321358801,2,1.6,2014-06-10 18:25:19,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
9560,293228218,2,1.6,2014-06-10 18:25:22,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
10095,322253256,2,1.6,2014-06-10 18:25:28,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
10119,294378446,2,1.6,2014-06-10 18:25:30,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
10131,295167371,2,1.6,2014-06-10 18:25:33,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
9548,292034876,2,1.6,2014-06-10 18:25:37,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
10203,325971974,2,1.6,2014-06-10 18:25:44,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
10116,294194105,2,1.6,2014-06-10 18:25:47,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
9024,329268076,2,1.6,2014-06-10 18:25:51,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
9544,291450612,2,1.6,2014-06-10 18:27:56,西部公共汽车,334路,粤BH1177,114.056869,22.663841,17,岗头市场南,5
10210,326809553,2,1.6,2014-06-10 18:33:31,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9554,292729952,2,1.6,2014-06-10 18:33:36,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9459,287058981,2,1.6,2014-06-10 18:33:48,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10113,324769980,2,1.6,2014-06-10 18:33:51,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9458,287057299,2,1.6,2014-06-10 18:33:55,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9038,360586843,2,1.6,2014-06-10 18:34:09,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9395,23343802,2,1.6,2014-06-10 18:34:10,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10125,295003274,2,1.6,2014-06-10 18:35:43,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10219,328212605,2,1.6,2014-06-10 18:35:53,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9455,280578902,2,1.6,2014-06-10 18:36:31,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10129,295030020,2,1.6,2014-06-10 18:36:43,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9029,329508925,2,1.6,2014-06-10 18:36:51,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9466,290806207,2,1.6,2014-06-10 18:36:58,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9546,291749633,2,1.6,2014-06-10 18:36:59,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10100,323160200,2,1.6,2014-06-10 18:37:02,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9460,287122072,2,1.6,2014-06-10 18:37:03,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10209,326653538,2,1.6,2014-06-10 18:37:05,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10198,325164928,2,1.6,2014-06-10 18:37:11,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9044,364035179,2,1.6,2014-06-10 18:38:45,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10199,325296617,2,1.6,2014-06-10 18:38:49,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10123,294829022,2,1.6,2014-06-10 18:38:52,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9041,361093320,2,1.6,2014-06-10 18:38:59,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10115,294117864,2,1.6,2014-06-10 18:39:06,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9563,293884634,2,1.6,2014-06-10 18:39:16,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10127,295007758,2,1.6,2014-06-10 18:39:18,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9030,329684727,2,1.2,2014-06-10 18:39:35,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
9034,330163606,2,1.6,2014-06-10 18:39:48,西部公共汽车,334路,粤BH1177,114.061553,22.651962,52,万科城实验学校,9
10128,295025289,2,1.6,2014-06-10 18:39:57,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
10212,327139525,2,1.6,2014-06-10 18:40:04,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
10204,326017935,2,1.6,2014-06-10 18:40:10,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
10205,326350011,2,1.6,2014-06-10 18:40:12,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
10207,326497761,2,1.6,2014-06-10 18:40:15,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
10105,324204099,2,1.6,2014-06-10 18:40:16,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
10211,326834950,2,1.6,2014-06-10 18:40:19,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
10108,324458475,3,2.4,2014-06-10 18:40:39,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
10121,294738653,2,1.2,2014-06-10 18:40:51,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
10099,322932634,2,1.6,2014-06-10 18:41:35,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
9023,328806662,4,3.15,2014-06-10 18:41:42,西部公共汽车,334路,粤BH1177,114.061119,22.647792000000006,52,万科城实验学校,9
10202,325730934,2,1.6,2014-06-10 18:41:50,西部公共汽车,334路,粤BH1177,114.061141,22.644975,1,中海日辉台,11
9025,329344099,2,1.6,2014-06-10 18:41:53,西部公共汽车,334路,粤BH1177,114.061141,22.644975,1,中海日辉台,11
10096,322520742,2,1.6,2014-06-10 18:42:03,西部公共汽车,334路,粤BH1177,114.061141,22.644975,1,中海日辉台,11
9398,80214134,2,1.6,2014-06-10 18:46:42,西部公共汽车,334路,粤BH1177,114.061782,22.640962,49,坂田路口西,12
9031,329777423,2,1.6,2014-06-10 18:47:13,西部公共汽车,334路,粤BH1177,114.061782,22.640962,49,坂田路口西,12
10093,321924386,2,1.6,2014-06-10 18:47:15,西部公共汽车,334路,粤BH1177,114.061782,22.640962,49,坂田路口西,12
9039,361029313,2,1.6,2014-06-10 18:47:21,西部公共汽车,334路,粤BH1177,114.061782,22.640962,49,坂田路口西,12
10114,325083685,2,1.6,2014-06-10 19:10:29,西部公共汽车,334路,粤BH1177,114.032249,22.639816,19,万众城,19
9027,329424752,2,1.6,2014-06-10 19:10:37,西部公共汽车,334路,粤BH1177,114.032249,22.639816,19,万众城,19
9456,280919183,2,1.2,2014-06-10 19:10:39,西部公共汽车,334路,粤BH1177,114.032249,22.639816,19,万众城,19
9553,292671590,2,1.6,2014-06-10 19:10:42,西部公共汽车,334路,粤BH1177,114.032249,22.639816,19,万众城,19
10136,298554621,2,1.2,2014-06-10 19:10:43,西部公共汽车,334路,粤BH1177,114.032249,22.639816,19,万众城,19
9555,292797648,2,1.6,2014-06-10 19:11:50,西部公共汽车,334路,粤BH1177,114.032249,22.639816,19,万众城,19
9562,293428666,2,1.6,2014-06-10 19:12:19,西部公共汽车,334路,粤BH1177,114.032249,22.639816,19,万众城,19
10218,328130096,2,1.6,2014-06-10 19:13:31,西部公共汽车,334路,粤BH1177,114.031753,22.637332,35,牛栏前,20
10132,295948956,2,1.6,2014-06-10 19:17:19,西部公共汽车,334路,粤BH1177,114.032096,22.631732,30,沙吓,21
9457,281022418,2,1.6,2014-06-10 19:17:22,西部公共汽车,334路,粤BH1177,114.032096,22.631732,30,沙吓,21
9543,290889487,2,1.6,2014-06-10 19:17:38,西部公共汽车,334路,粤BH1177,114.032096,22.631732,30,沙吓,21
9396,23618832,4,3.15,2014-06-10 19:17:51,西部公共汽车,334路,粤BH1177,114.032096,22.631732,30,沙吓,21
9393,20093754,2,1.6,2014-06-10 19:18:00,西部公共汽车,334路,粤BH1177,114.032066,22.631233,30,沙吓,21
9033,330022287,2,1.6,2014-06-10 19:18:08,西部公共汽车,334路,粤BH1177,114.032066,22.630283,30,沙吓,21
10092,321627803,2,1.6,2014-06-10 19:19:13,西部公共汽车,334路,粤BH1177,114.032531,22.62985,30,沙吓,21
9026,329423860,2,1.6,2014-06-10 19:21:24,西部公共汽车,334路,粤BH1177,114.033996,22.626382,30,沙吓,21
9020,328270446,2,1.6,2014-06-10 19:21:27,西部公共汽车,334路,粤BH1177,114.033996,22.626382,30,沙吓,21
9042,361186708,2,1.6,2014-06-10 19:21:38,西部公共汽车,334路,粤BH1177,114.033996,22.626382,30,沙吓,21
10118,294371619,3,2.4,2014-06-10 19:25:27,西部公共汽车,334路,粤BH1177,114.036018,22.6196,48,民康路口,24
10111,324615178,2,1.2,2014-06-10 19:25:34,西部公共汽车,334路,粤BH1177,114.036193,22.619348,48,民康路口,24
9464,290328045,3,2.4,2014-06-10 19:27:07,西部公共汽车,334路,粤BH1177,114.037948,22.615867,48,民康路口,24
9397,80038467,2,1.6,2014-06-10 19:27:11,西部公共汽车,334路,粤BH1177,114.037948,22.615867,48,民康路口,24
9021,328274280,2,1.6,2014-06-10 19:27:16,西部公共汽车,334路,粤BH1177,114.038864,22.614099,48,民康路口,24
10117,294359476,2,1.6,2014-06-10 19:27:23,西部公共汽车,334路,粤BH1177,114.038864,22.614099,48,民康路口,24
10122,294801508,2,1.2,2014-06-10 19:27:27,西部公共汽车,334路,粤BH1177,114.038864,22.614099,48,民康路口,24
10104,323864983,3,2.4,2014-06-10 19:27:33,西部公共汽车,334路,粤BH1177,114.038864,22.614099,48,民康路口,24
9461,290066434,2,1.6,2014-06-10 19:27:38,西部公共汽车,334路,粤BH1177,114.039947,22.612133,46,横岭二区,25
10101,323543933,2,1.6,2014-06-10 19:28:59,西部公共汽车,334路,粤BH1177,114.040565,22.610183,16,横岭,26
9049,660388128,2,1.6,2014-06-10 19:29:05,西部公共汽车,334路,粤BH1177,114.040733,22.608917,16,横岭,26
10135,296286610,2,1.6,2014-06-10 19:29:10,西部公共汽车,334路,粤BH1177,114.040733,22.608917,16,横岭,26
10109,324478282,2,1.6,2014-06-10 19:29:14,西部公共汽车,334路,粤BH1177,114.040733,22.608917,16,横岭,26
9454,280492921,2,1.6,2014-06-10 19:29:19,西部公共汽车,334路,粤BH1177,114.039802,22.60815,29,惠鑫公寓,27
10120,294384981,2,1.6,2014-06-10 19:29:28,西部公共汽车,334路,粤BH1177,114.039802,22.60815,29,惠鑫公寓,27
9549,292049336,2,1.6,2014-06-10 19:29:45,西部公共汽车,334路,粤BH1177,114.039047,22.607767000000006,29,惠鑫公寓,27
9557,293173378,2,1.6,2014-06-10 19:30:42,西部公共汽车,334路,粤BH1177,114.040031,22.605417000000006,29,惠鑫公寓,27
10094,322139212,3,2.4,2014-06-10 19:30:50,西部公共汽车,334路,粤BH1177,114.040031,22.605417000000006,29,惠鑫公寓,27
9399,80259804,2,1.2,2014-06-10 19:31:00,西部公共汽车,334路,粤BH1177,114.040031,22.605417000000006,29,惠鑫公寓,27
9462,290187492,2,1.2,2014-06-10 19:33:20,西部公共汽车,334路,粤BH1177,114.044898,22.597133,9,民乐地铁站,28
9037,360540611,2,1.6,2014-06-10 19:33:24,西部公共汽车,334路,粤BH1177,114.044898,22.597133,9,民乐地铁站,28
9552,292583034,3,2.0,2014-06-10 19:33:29,西部公共汽车,334路,粤BH1177,114.044898,22.597133,9,民乐地铁站,28
10126,295005909,2,1.2,2014-06-10 19:33:34,西部公共汽车,334路,粤BH1177,114.044898,22.597133,9,民乐地铁站,28
10213,327157704,2,1.6,2014-06-10 19:33:46,西部公共汽车,334路,粤BH1177,114.047302,22.594299,9,民乐地铁站,28
9043,361277833,2,1.6,2014-06-10 19:34:10,西部公共汽车,334路,粤BH1177,114.047302,22.594299,9,民乐地铁站,28
10091,321611958,2,1.6,2014-06-10 19:34:29,西部公共汽车,334路,粤BH1177,114.048133,22.592765,9,民乐地铁站,28
9547,291898176,2,1.6,2014-06-10 19:39:05,西部公共汽车,334路,粤BH1177,114.060417,22.5713,58,凯丰花园,29
9465,290778762,2,1.6,2014-06-10 19:39:07,西部公共汽车,334路,粤BH1177,114.060417,22.5713,58,凯丰花园,29
10216,327413097,2,1.2,2014-06-10 19:39:13,西部公共汽车,334路,粤BH1177,114.060417,22.5713,58,凯丰花园,29
9394,23298854,2,1.6,2014-06-10 19:40:02,西部公共汽车,334路,粤BH1177,114.057052,22.57125,58,凯丰花园,29
9047,660060439,2,1.2,2014-06-10 19:42:42,西部公共汽车,334路,粤BH1177,114.054565,22.571466,59,中康公园,31
9453,251355542,2,1.0,2014-06-10 19:46:20,西部公共汽车,334路,粤BH1177,114.040733,22.57015,25,梅林二村,34
10107,324442197,2,1.6,2014-06-10 19:46:31,西部公共汽车,334路,粤BH1177,114.040733,22.57015,25,梅林二村,34
10133,296085750,4,3.15,2014-06-10 19:47:08,西部公共汽车,334路,粤BH1177,114.039131,22.569349,25,梅林二村,34
10200,325360917,2,1.6,2014-06-10 19:56:54,西部公共汽车,334路,粤BH1177,114.031234,22.5624,69,深圳石油大厦,66
9463,290327743,2,1.6,2014-06-10 19:58:15,西部公共汽车,334路,粤BH1177,114.022781,22.560934,34,北环香梅北天桥,38
9048,660220501,2,1.6,2014-06-10 19:59:20,西部公共汽车,334路,粤BH1177,114.016998,22.560667,22,北环香蜜立交,39
9046,660029022,2,1.6,2014-06-10 19:59:21,西部公共汽车,334路,粤BH1177,114.016998,22.560667,22,北环香蜜立交,39
10137,320867964,2,1.2,2014-06-10 20:09:35,西部公共汽车,334路,粤BH1177,113.972503,22.56545,41,鼎胜山邻,44
9561,293344243,2,1.2,2014-06-10 20:09:39,西部公共汽车,334路,粤BH1177,113.972503,22.56545,41,鼎胜山邻,44
10110,324522716,2,1.6,2014-06-10 20:12:24,西部公共汽车,334路,粤BH1177,113.963302,22.569883,12,新屋村,45
10134,296264677,2,1.6,2014-06-10 20:12:34,西部公共汽车,334路,粤BH1177,113.962966,22.569932,12,新屋村,45
10214,327167841,2,1.6,2014-06-10 20:14:34,西部公共汽车,334路,粤BH1177,113.957435,22.57105,28,龙辉花园,46
9032,329791072,2,1.6,2014-06-10 20:18:06,西部公共汽车,334路,粤BH1177,113.950416,22.570083,28,龙辉花园,46
9411,326565768,2,1.6,2014-06-10 20:18:43,西部公共汽车,334路,粤BH1177,113.952667,22.564649,4,松坪学校小学部,48
9592,293043685,2,1.2,2014-06-10 20:18:45,西部公共汽车,334路,粤BH1177,113.952667,22.564649,4,松坪学校小学部,48
9423,361110281,2,1.6,2014-06-10 20:20:48,西部公共汽车,334路,粤BH1177,113.947433,22.563867,4,松坪学校小学部,48
9403,323722131,2,1.2,2014-06-10 20:20:56,西部公共汽车,334路,粤BH1177,113.946632,22.56355,4,松坪学校小学部,48
9405,324657275,2,1.6,2014-06-10 20:22:34,西部公共汽车,334路,粤BH1177,113.946853,22.559749,40,松坪村,49
9602,320593165,2,1.6,2014-06-10 20:22:35,西部公共汽车,334路,粤BH1177,113.946853,22.559749,40,松坪村,49
9088,320602250,2,1.6,2014-06-10 20:22:38,西部公共汽车,334路,粤BH1177,113.946853,22.559749,40,松坪村,49
9582,50471712,2,1.0,2014-06-10 20:22:47,西部公共汽车,334路,粤BH1177,113.946968,22.559116,40,松坪村,49
9598,296031621,2,1.6,2014-06-10 20:22:49,西部公共汽车,334路,粤BH1177,113.946968,22.559116,40,松坪村,49
9089,320976941,2,1.6,2014-06-10 20:24:12,西部公共汽车,334路,粤BH1177,113.945014,22.558916,66,朗山路中,50
9574,660027935,2,1.6,2014-06-10 20:24:27,西部公共汽车,334路,粤BH1177,113.944282,22.558883,66,朗山路中,50
9409,326481693,2,1.6,2014-06-10 20:24:47,西部公共汽车,334路,粤BH1177,113.944282,22.558883,66,朗山路中,50
9597,295878891,2,1.6,2014-06-10 20:25:10,西部公共汽车,334路,粤BH1177,113.941986,22.559766,33,孙逸仙心血管医院,51
9407,325405366,2,1.6,2014-06-10 20:25:12,西部公共汽车,334路,粤BH1177,113.941986,22.559766,33,孙逸仙心血管医院,51
9402,323174526,2,1.6,2014-06-10 20:25:13,西部公共汽车,334路,粤BH1177,113.941986,22.559766,33,孙逸仙心血管医院,51
9591,291701100,2,1.6,2014-06-10 20:25:17,西部公共汽车,334路,粤BH1177,113.941986,22.559766,33,孙逸仙心血管医院,51
9418,330101038,2,1.6,2014-06-10 20:26:13,西部公共汽车,334路,粤BH1177,113.940582,22.557582,57,科苑北环立交,52
9599,296203380,2,1.6,2014-06-10 20:26:15,西部公共汽车,334路,粤BH1177,113.940582,22.557582,57,科苑北环立交,52
9091,321768584,2,1.6,2014-06-10 20:26:17,西部公共汽车,334路,粤BH1177,113.940582,22.557582,57,科苑北环立交,52
9585,281094245,2,1.6,2014-06-10 20:26:20,西部公共汽车,334路,粤BH1177,113.940582,22.557582,57,科苑北环立交,52
9578,20564049,2,1.6,2014-06-10 20:26:29,西部公共汽车,334路,粤BH1177,113.940513,22.556299,57,科苑北环立交,52
9413,326787233,2,1.6,2014-06-10 20:26:42,西部公共汽车,334路,粤BH1177,113.940368,22.554265,10,科苑立交南,53
9583,280102363,2,1.6,2014-06-10 20:26:44,西部公共汽车,334路,粤BH1177,113.940368,22.554265,10,科苑立交南,53
9595,293778817,2,1.6,2014-06-10 20:27:19,西部公共汽车,334路,粤BH1177,113.940368,22.554265,10,科苑立交南,53
9586,290068401,2,1.6,2014-06-10 20:27:22,西部公共汽车,334路,粤BH1177,113.940368,22.554265,10,科苑立交南,53
9406,325035993,2,1.2,2014-06-10 20:27:26,西部公共汽车,334路,粤BH1177,113.940368,22.554265,10,科苑立交南,53
9094,322368711,2,1.6,2014-06-10 20:27:34,西部公共汽车,334路,粤BH1177,113.940513,22.551,53,科苑北,54
9416,329682798,2,1.6,2014-06-10 20:27:50,西部公共汽车,334路,粤BH1177,113.940513,22.551,53,科苑北,54
9594,293770773,2,1.6,2014-06-10 20:27:57,西部公共汽车,334路,粤BH1177,113.940536,22.550315,53,科苑北,54
9422,360935545,2,1.6,2014-06-10 20:28:54,西部公共汽车,334路,粤BH1177,113.940567,22.549066,53,科苑北,54
9576,660315694,2,1.6,2014-06-10 20:28:56,西部公共汽车,334路,粤BH1177,113.940567,22.549066,53,科苑北,54
9410,326519840,2,1.6,2014-06-10 20:29:00,西部公共汽车,334路,粤BH1177,113.940567,22.549066,53,科苑北,54
