,卡片记录编码,交易金额,实际交易金额,交易时间,公司名称,线路名称,车牌号,经度,纬度,stop,站点,true_stop
8758,180021986,2,1.6,2014-06-10 17:38:54,西部公共汽车,334路,粤BH1013,114.058296,22.5711,58,凯丰花园,29
9297,320759356,2,1.6,2014-06-10 17:40:42,西部公共汽车,334路,粤BH1013,114.059646,22.5711,58,凯丰花园,29
9905,326819915,2,1.6,2014-06-10 17:40:44,西部公共汽车,334路,粤BH1013,114.059646,22.5711,58,凯丰花园,29
8612,330307422,2,1.6,2014-06-10 17:40:50,西部公共汽车,334路,粤BH1013,114.060852,22.571132,5,福田党校,69
8587,23324869,2,1.6,2014-06-10 17:40:52,西部公共汽车,334路,粤BH1013,114.060852,22.571132,5,福田党校,69
8757,180017253,2,1.2,2014-06-10 17:40:58,西部公共汽车,334路,粤BH1013,114.060852,22.571132,5,福田党校,69
9912,327172644,2,1.6,2014-06-10 17:41:13,西部公共汽车,334路,粤BH1013,114.061218,22.571132,5,福田党校,69
9318,323744455,2,1.6,2014-06-10 17:41:16,西部公共汽车,334路,粤BH1013,114.061218,22.571132,5,福田党校,69
9914,327265108,2,1.6,2014-06-10 17:43:37,西部公共汽车,334路,粤BH1013,114.0615,22.574182,5,福田党校,69
9927,328320308,2,1.6,2014-06-10 17:43:39,西部公共汽车,334路,粤BH1013,114.0615,22.574182,5,福田党校,69
9904,326571705,2,1.2,2014-06-10 17:52:10,西部公共汽车,334路,粤BH1013,114.044013,22.600149,9,民乐地铁站,28
9303,321709034,2,1.6,2014-06-10 18:06:54,西部公共汽车,334路,粤BH1013,114.039802,22.612533,46,横岭二区,25
9215,293787961,2,1.6,2014-06-10 18:09:44,西部公共汽车,334路,粤BH1013,114.038452,22.614933,48,民康路口,24
9901,325909300,2,1.6,2014-06-10 18:09:47,西部公共汽车,334路,粤BH1013,114.03741399999998,22.616832,48,民康路口,24
10039,20334688,2,1.2,2014-06-10 18:09:57,西部公共汽车,334路,粤BH1013,114.03741399999998,22.616832,48,民康路口,24
8624,361223582,2,1.6,2014-06-10 18:10:00,西部公共汽车,334路,粤BH1013,114.03741399999998,22.616832,48,民康路口,24
8794,292189728,2,1.6,2014-06-10 18:13:03,西部公共汽车,334路,粤BH1013,114.036018,22.619934,48,民康路口,24
9916,327332907,2,1.6,2014-06-10 18:14:03,西部公共汽车,334路,粤BH1013,114.035415,22.622016,3,沙元埔,23
9209,293410253,2,1.6,2014-06-10 18:17:27,西部公共汽车,334路,粤BH1013,114.033622,22.62758,30,沙吓,21
8602,328789040,2,1.6,2014-06-10 18:17:44,西部公共汽车,334路,粤BH1013,114.034034,22.626316,30,沙吓,21
10040,20476998,2,1.6,2014-06-10 18:17:54,西部公共汽车,334路,粤BH1013,114.033149,22.628984,30,沙吓,21
9902,326521774,2,1.6,2014-06-10 18:18:07,西部公共汽车,334路,粤BH1013,114.034034,22.626316,30,沙吓,21
8598,151091811,2,1.0,2014-06-10 18:23:49,西部公共汽车,334路,粤BH1013,114.031799,22.636466,35,牛栏前,20
9200,292646357,2,1.2,2014-06-10 18:23:52,西部公共汽车,334路,粤BH1013,114.031799,22.636466,35,牛栏前,20
10042,20987999,2,1.6,2014-06-10 18:23:58,西部公共汽车,334路,粤BH1013,114.03328700000002,22.642133,19,万众城,19
8795,292285574,2,1.6,2014-06-10 18:24:01,西部公共汽车,334路,粤BH1013,114.03328700000002,22.642133,19,万众城,19
9302,321651998,2,1.2,2014-06-10 18:28:03,西部公共汽车,334路,粤BH1013,114.034934,22.642566,60,牛栏前市场,18
8620,360460787,2,1.6,2014-06-10 18:28:10,西部公共汽车,334路,粤BH1013,114.034934,22.642566,60,牛栏前市场,18
8783,290169323,2,1.6,2014-06-10 18:28:12,西部公共汽车,334路,粤BH1013,114.034934,22.642566,60,牛栏前市场,18
9910,327094764,2,1.6,2014-06-10 18:28:21,西部公共汽车,334路,粤BH1013,114.036216,22.642215,60,牛栏前市场,18
9204,292966635,2,1.6,2014-06-10 18:28:26,西部公共汽车,334路,粤BH1013,114.038139,22.641662,7,上油松村,17
8790,291755282,2,1.6,2014-06-10 18:28:29,西部公共汽车,334路,粤BH1013,114.038139,22.641662,7,上油松村,17
8603,329355274,2,1.6,2014-06-10 18:28:31,西部公共汽车,334路,粤BH1013,114.038139,22.641662,7,上油松村,17
9199,292537679,2,1.6,2014-06-10 18:28:36,西部公共汽车,334路,粤BH1013,114.038139,22.641662,7,上油松村,17
9923,328174658,2,1.6,2014-06-10 18:28:38,西部公共汽车,334路,粤BH1013,114.038139,22.641662,7,上油松村,17
8630,660028186,2,1.6,2014-06-10 18:28:40,西部公共汽车,334路,粤BH1013,114.038139,22.641662,7,上油松村,17
9287,296084296,2,1.6,2014-06-10 18:30:11,西部公共汽车,334路,粤BH1013,114.040481,22.64055,7,上油松村,17
8789,291751231,2,1.6,2014-06-10 18:31:07,西部公共汽车,334路,粤BH1013,114.043617,22.638883,56,水斗新村,16
9909,327092678,2,1.6,2014-06-10 18:37:31,西部公共汽车,334路,粤BH1013,114.054153,22.636049,15,坂田市场,13
9913,327227873,2,1.6,2014-06-10 18:37:35,西部公共汽车,334路,粤BH1013,114.054153,22.636049,15,坂田市场,13
9895,325169323,2,1.6,2014-06-10 18:37:38,西部公共汽车,334路,粤BH1013,114.054153,22.636049,15,坂田市场,13
9208,293236736,2,1.6,2014-06-10 18:37:45,西部公共汽车,334路,粤BH1013,114.054153,22.636049,15,坂田市场,13
8596,151064806,2,1.0,2014-06-10 18:49:58,西部公共汽车,334路,粤BH1013,114.0615,22.651382,52,万科城实验学校,9
8591,50640963,2,1.0,2014-06-10 18:50:01,西部公共汽车,334路,粤BH1013,114.0615,22.651382,52,万科城实验学校,9
9217,293965321,2,1.6,2014-06-10 18:50:22,西部公共汽车,334路,粤BH1013,114.061798,22.652517,23,华为单身公寓北,8
8766,251324488,2,1.0,2014-06-10 18:50:34,西部公共汽车,334路,粤BH1013,114.061798,22.652517,23,华为单身公寓北,8
9201,292715201,2,1.6,2014-06-10 18:52:05,西部公共汽车,334路,粤BH1013,114.056869,22.6541,23,华为单身公寓北,8
9216,293858296,2,1.6,2014-06-10 18:52:08,西部公共汽车,334路,粤BH1013,114.056869,22.6541,23,华为单身公寓北,8
8588,23448688,2,1.2,2014-06-10 18:52:55,西部公共汽车,334路,粤BH1013,114.056053,22.657283,51,坂田华城百货,6
10444,360917126,2,1.2,2014-06-10 10:10:40,西部公共汽车,334路,粤BH0455,114.071624,22.655261,26,雪象新村,1
9942,291955133,2,1.6,2014-06-10 10:11:19,西部公共汽车,334路,粤BH0455,114.069175,22.65686,26,雪象新村,1
10318,326843377,2,1.2,2014-06-10 10:11:27,西部公共汽车,334路,粤BH0455,114.068946,22.65735,26,雪象新村,1
10406,328809163,2,1.6,2014-06-10 10:11:29,西部公共汽车,334路,粤BH0455,114.068946,22.65735,26,雪象新村,1
10322,327033221,2,1.6,2014-06-10 10:11:31,西部公共汽车,334路,粤BH0455,114.068946,22.65752,26,雪象新村,1
10448,361334295,2,1.2,2014-06-10 10:15:06,西部公共汽车,334路,粤BH0455,114.060348,22.661367,37,岗头村委,3
10438,329759272,2,1.6,2014-06-10 10:16:35,西部公共汽车,334路,粤BH0455,114.058097,22.663066,67,岗头市场,4
10311,324169062,2,1.6,2014-06-10 10:17:21,西部公共汽车,334路,粤BH0455,114.057884,22.663282,67,岗头市场,4
9936,290375983,2,1.6,2014-06-10 10:20:21,西部公共汽车,334路,粤BH0455,114.056053,22.662466,17,岗头市场南,5
10442,360904286,2,1.6,2014-06-10 10:20:29,西部公共汽车,334路,粤BH0455,114.055816,22.66155,51,坂田华城百货,6
10023,322879855,2,1.6,2014-06-10 10:20:47,西部公共汽车,334路,粤BH0455,114.055816,22.66155,51,坂田华城百货,6
10009,294675209,2,1.6,2014-06-10 10:23:16,西部公共汽车,334路,粤BH0455,114.060218,22.653467000000006,23,华为单身公寓北,8
10017,322288402,2,1.6,2014-06-10 10:26:01,西部公共汽车,334路,粤BH0455,114.061119,22.646566,1,中海日辉台,11
10018,322288420,2,1.6,2014-06-10 10:26:04,西部公共汽车,334路,粤BH0455,114.061119,22.646566,1,中海日辉台,11
10408,329468081,2,1.2,2014-06-10 10:30:03,西部公共汽车,334路,粤BH0455,114.058166,22.637601,15,坂田市场,13
10312,325021571,2,1.2,2014-06-10 10:30:28,西部公共汽车,334路,粤BH0455,114.056686,22.63665,15,坂田市场,13
10441,360629678,2,1.2,2014-06-10 10:33:00,西部公共汽车,334路,粤BH0455,114.052642,22.636791,31,利金城工业园,15
9937,290722290,2,1.2,2014-06-10 10:33:04,西部公共汽车,334路,粤BH0455,114.053031,22.636583,31,利金城工业园,15
9947,293378261,2,1.6,2014-06-10 10:37:01,西部公共汽车,334路,粤BH0455,114.042655,22.639467,56,水斗新村,16
10447,361222432,2,1.6,2014-06-10 10:37:05,西部公共汽车,334路,粤BH0455,114.042045,22.639772,56,水斗新村,16
9940,291335115,2,1.6,2014-06-10 10:37:12,西部公共汽车,334路,粤BH0455,114.042419,22.639499,56,水斗新村,16
9948,293903309,2,1.6,2014-06-10 10:37:22,西部公共汽车,334路,粤BH0455,114.042419,22.639499,56,水斗新村,16
10451,660445176,2,1.6,2014-06-10 10:37:26,西部公共汽车,334路,粤BH0455,114.042419,22.639499,56,水斗新村,16
9944,292722390,2,1.6,2014-06-10 10:37:46,西部公共汽车,334路,粤BH0455,114.039436,22.641166,7,上油松村,17
9946,293349740,2,1.6,2014-06-10 10:37:49,西部公共汽车,334路,粤BH0455,114.039291,22.641315,7,上油松村,17
10440,360145758,2,1.2,2014-06-10 10:39:40,西部公共汽车,334路,粤BH0455,114.035652,22.642416,60,牛栏前市场,18
9949,294317262,2,1.2,2014-06-10 10:39:48,西部公共汽车,334路,粤BH0455,114.034202,22.642784,60,牛栏前市场,18
10325,327424392,2,1.6,2014-06-10 10:39:52,西部公共汽车,334路,粤BH0455,114.034202,22.642784,60,牛栏前市场,18
10008,294579007,2,1.2,2014-06-10 10:39:57,西部公共汽车,334路,粤BH0455,114.034202,22.642784,60,牛栏前市场,18
10317,326593702,3,2.4,2014-06-10 10:43:04,西部公共汽车,334路,粤BH0455,114.031684,22.637283,35,牛栏前,20
10028,323651721,2,1.6,2014-06-10 10:49:04,西部公共汽车,334路,粤BH0455,114.034317,22.625783,30,沙吓,21
10324,327423111,2,1.6,2014-06-10 10:49:09,西部公共汽车,334路,粤BH0455,114.034317,22.625783,30,沙吓,21
10005,294354623,2,1.6,2014-06-10 10:49:14,西部公共汽车,334路,粤BH0455,114.034431,22.625482,3,沙元埔,23
10321,326999681,2,1.6,2014-06-10 10:52:24,西部公共汽车,334路,粤BH0455,114.036407,22.61864,48,民康路口,24
9950,294320873,3,2.0,2014-06-10 10:55:39,西部公共汽车,334路,粤BH0455,114.038581,22.607391,29,惠鑫公寓,27
9951,294344501,3,2.0,2014-06-10 10:55:42,西部公共汽车,334路,粤BH0455,114.038581,22.607391,29,惠鑫公寓,27
10006,294434052,2,1.6,2014-06-10 10:55:53,西部公共汽车,334路,粤BH0455,114.038581,22.607391,29,惠鑫公寓,27
9934,280631781,2,1.6,2014-06-10 10:56:03,西部公共汽车,334路,粤BH0455,114.038581,22.607391,29,惠鑫公寓,27
10011,296270140,5,3.5,2014-06-10 11:00:04,西部公共汽车,334路,粤BH0455,114.04512,22.597017,9,民乐地铁站,28
10443,360912484,2,1.6,2014-06-10 11:11:08,西部公共汽车,334路,粤BH0455,114.059417,22.571184,58,凯丰花园,29
10010,294793573,2,1.2,2014-06-10 11:12:28,西部公共汽车,334路,粤BH0455,114.056419,22.571434,58,凯丰花园,29
10326,328185536,2,1.6,2014-06-10 11:14:55,西部公共汽车,334路,粤BH0455,114.05288600000002,22.571149,59,中康公园,31
10319,326852716,2,1.6,2014-06-10 11:18:32,西部公共汽车,334路,粤BH0455,114.038635,22.569383,25,梅林二村,34
9935,287044420,2,1.6,2014-06-10 11:18:34,西部公共汽车,334路,粤BH0455,114.038635,22.569383,25,梅林二村,34
10452,700057841,2,1.6,2014-06-10 11:23:15,西部公共汽车,334路,粤BH0455,114.033035,22.565616,50,福田农批市场,36
10020,322368010,3,2.4,2014-06-10 11:23:26,西部公共汽车,334路,粤BH0455,114.033035,22.565616,50,福田农批市场,36
10314,325598113,2,1.2,2014-06-10 11:23:32,西部公共汽车,334路,粤BH0455,114.033035,22.565616,50,福田农批市场,36
10019,322324840,2,1.6,2014-06-10 11:24:03,西部公共汽车,334路,粤BH0455,114.033065,22.56455,24,广中医深圳医院,37
10327,328413448,2,1.6,2014-06-10 11:24:04,西部公共汽车,334路,粤BH0455,114.033065,22.56455,24,广中医深圳医院,37
10014,297461333,3,2.4,2014-06-10 11:25:57,西部公共汽车,334路,粤BH0455,114.027,22.561767,34,北环香梅北天桥,38
9945,293162214,2,1.2,2014-06-10 11:37:32,西部公共汽车,334路,粤BH0455,113.96308799999998,22.569982,12,新屋村,45
9939,291277504,2,1.6,2014-06-10 11:40:28,西部公共汽车,334路,粤BH0455,113.95755,22.571088,28,龙辉花园,46
10015,320036934,2,1.6,2014-06-10 11:47:45,西部公共汽车,334路,粤BH0455,113.942115,22.5597,33,孙逸仙心血管医院,51
10328,328722627,2,1.6,2014-06-10 11:52:05,西部公共汽车,334路,粤BH0455,113.940322,22.549005,53,科苑北,54
10315,325626928,2,1.6,2014-06-10 11:52:08,西部公共汽车,334路,粤BH0455,113.940399,22.5491,53,科苑北,54
10445,360928892,2,1.6,2014-06-10 11:56:14,西部公共汽车,334路,粤BH0455,113.944915,22.540317,64,中兴通讯,58
9933,280377265,2,1.6,2014-06-10 11:59:07,西部公共汽车,334路,粤BH0455,113.936264,22.534656,21,粤海门村,64
10468,328810514,2,1.6,2014-06-10 15:25:28,西部公共汽车,334路,粤BH0455,114.075035,22.654483,26,雪象新村,1
10458,322054785,2,1.6,2014-06-10 15:27:18,西部公共汽车,334路,粤BH0455,114.069068,22.656949,26,雪象新村,1
8732,327255296,2,1.6,2014-06-10 15:27:23,西部公共汽车,334路,粤BH0455,114.069068,22.656949,26,雪象新村,1
8712,23536255,2,1.2,2014-06-10 15:27:38,西部公共汽车,334路,粤BH0455,114.068634,22.658817000000006,6,坂田街道二办,2
8733,327560955,2,1.6,2014-06-10 15:40:15,西部公共汽车,334路,粤BH0455,114.057983,22.6632,67,岗头市场,4
8723,293788462,2,1.6,2014-06-10 15:40:23,西部公共汽车,334路,粤BH0455,114.057998,22.6632,67,岗头市场,4
8730,326498063,2,1.2,2014-06-10 15:46:34,西部公共汽车,334路,粤BH0455,114.05576299999998,22.660717,51,坂田华城百货,6
8737,661017293,2,1.6,2014-06-10 15:48:56,西部公共汽车,334路,粤BH0455,114.060585,22.653417,23,华为单身公寓北,8
8735,329293808,2,1.6,2014-06-10 15:52:29,西部公共汽车,334路,粤BH0455,114.061119,22.64475,1,中海日辉台,11
8728,322790026,2,1.6,2014-06-10 15:52:36,西部公共汽车,334路,粤BH0455,114.061119,22.64475,1,中海日辉台,11
8727,322776827,2,1.6,2014-06-10 15:52:41,西部公共汽车,334路,粤BH0455,114.061119,22.64475,1,中海日辉台,11
8710,23380362,2,1.6,2014-06-10 15:54:33,西部公共汽车,334路,粤BH0455,114.061134,22.64475,1,中海日辉台,11
8726,294747988,2,1.2,2014-06-10 16:04:27,西部公共汽车,334路,粤BH0455,114.051918,22.637176,31,利金城工业园,15
8720,293194142,2,1.6,2014-06-10 16:08:35,西部公共汽车,334路,粤BH0455,114.031967,22.631301,30,沙吓,21
8714,285033612,2,1.6,2014-06-10 16:11:21,西部公共汽车,334路,粤BH0455,114.031967,22.631301,30,沙吓,21
8719,292848934,6,4.65,2014-06-10 16:11:34,西部公共汽车,334路,粤BH0455,114.031967,22.631301,30,沙吓,21
8718,291811840,2,1.6,2014-06-10 16:13:44,西部公共汽车,334路,粤BH0455,114.031967,22.631301,30,沙吓,21
8721,293641212,4,3.15,2014-06-10 16:15:48,西部公共汽车,334路,粤BH0455,114.031967,22.631301,30,沙吓,21
8734,328136828,2,1.2,2014-06-10 16:19:54,西部公共汽车,334路,粤BH0455,114.031967,22.631301,30,沙吓,21
8716,291394518,2,1.6,2014-06-10 16:19:59,西部公共汽车,334路,粤BH0455,114.031967,22.631301,30,沙吓,21
8717,291455637,2,1.6,2014-06-10 16:21:15,西部公共汽车,334路,粤BH0455,114.034851,22.623348,3,沙元埔,23
8711,23516572,2,1.6,2014-06-10 16:26:37,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
8724,294177215,2,1.2,2014-06-10 16:29:01,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
8729,326385573,2,1.2,2014-06-10 16:29:03,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
8731,326946636,2,1.6,2014-06-10 16:31:46,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
8713,180032126,2,1.6,2014-06-10 16:31:59,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
8709,20238947,3,2.0,2014-06-10 16:38:03,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
8736,360845722,2,1.6,2014-06-10 16:38:06,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
8715,290641341,2,1.6,2014-06-10 16:38:10,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
8725,294193249,2,1.2,2014-06-10 16:38:19,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
8722,293727953,2,1.2,2014-06-10 16:38:42,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
10003,661017293,1,0.8,2014-06-10 16:39:07,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
9959,20468570,2,1.6,2014-06-10 16:46:10,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
10396,293769780,2,1.2,2014-06-10 16:46:16,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
9982,328412153,2,1.2,2014-06-10 16:46:20,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
9969,50149016,2,1.0,2014-06-10 16:46:26,西部公共汽车,334路,粤BH0455,114.055305,22.571468,59,中康公园,31
10298,281122109,2,1.6,2014-06-10 17:00:07,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
10419,296086982,4,3.15,2014-06-10 17:00:50,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
10998,324166598,2,1.6,2014-06-10 17:00:54,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
10297,281019657,2,1.6,2014-06-10 17:01:19,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
10308,290887807,2,1.2,2014-06-10 17:04:21,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
10034,700047421,2,1.2,2014-06-10 17:04:25,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
11009,326053177,2,1.2,2014-06-10 17:04:28,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
9953,20026475,2,1.6,2014-06-10 17:05:21,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
11006,325000456,2,1.2,2014-06-10 17:05:32,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
9954,20031461,2,1.6,2014-06-10 17:06:11,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
9961,21032807,2,1.6,2014-06-10 17:06:24,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
10429,321030775,2,1.6,2014-06-10 17:06:29,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
9958,20449607,2,1.6,2014-06-10 17:07:49,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
9981,151107558,2,1.0,2014-06-10 17:09:36,西部公共汽车,334路,粤BH0455,113.97863,22.5622,43,桃源村东,42
10432,321426178,2,1.6,2014-06-10 17:15:07,西部公共汽车,334路,粤BH0455,113.94153500000002,22.559955,33,孙逸仙心血管医院,51
11001,324405136,2,1.6,2014-06-10 17:15:26,西部公共汽车,334路,粤BH0455,113.94153500000002,22.559955,33,孙逸仙心血管医院,51
9970,50347191,2,1.0,2014-06-10 17:17:17,西部公共汽车,334路,粤BH0455,113.94153500000002,22.559955,33,孙逸仙心血管医院,51
10425,320162253,2,1.6,2014-06-10 17:36:11,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
10299,281203850,2,1.6,2014-06-10 17:36:14,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
10302,290527305,2,1.6,2014-06-10 17:36:16,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
9971,80263085,2,1.6,2014-06-10 17:36:25,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
11018,327505205,2,1.6,2014-06-10 17:36:28,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
10384,291424587,2,1.6,2014-06-10 17:49:00,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
9956,20369186,2,1.6,2014-06-10 17:49:06,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
10033,700043229,2,1.6,2014-06-10 17:49:19,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
10990,322533053,2,1.6,2014-06-10 17:49:25,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
10999,324258163,2,1.6,2014-06-10 17:51:20,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
10417,295004164,2,1.6,2014-06-10 17:51:22,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
9997,360754588,2,1.6,2014-06-10 17:51:27,西部公共汽车,334路,粤BH0455,113.940605,22.537141,42,白石科苑路口,60
11007,325165793,2,1.6,2014-06-10 17:55:40,西部公共汽车,334路,粤BH0455,113.929534,22.526336,21,粤海门村,64
10035,700128477,2,1.6,2014-06-10 17:55:45,西部公共汽车,334路,粤BH0455,113.929534,22.526336,21,粤海门村,64
9960,20577286,2,1.6,2014-06-10 17:55:49,西部公共汽车,334路,粤BH0455,113.929534,22.526336,21,粤海门村,64
10430,321072348,2,1.6,2014-06-10 17:59:23,西部公共汽车,334路,粤BH0455,113.931282,22.490486,21,粤海门村,64
10310,291141686,2,1.6,2014-06-10 18:01:47,西部公共汽车,334路,粤BH0455,113.931282,22.490486,21,粤海门村,64
9620,294517819,2,1.6,2014-06-10 21:29:10,西部公共汽车,334路,粤BH0455,114.060554,22.661315,37,岗头村委,3
9260,330623839,2,1.6,2014-06-10 21:29:15,西部公共汽车,334路,粤BH0455,114.060554,22.661315,37,岗头村委,3
9612,293837775,2,1.2,2014-06-10 21:29:39,西部公共汽车,334路,粤BH0455,114.060554,22.661315,37,岗头村委,3
9619,294370422,2,1.6,2014-06-10 21:29:57,西部公共汽车,334路,粤BH0455,114.060554,22.661315,37,岗头村委,3
9626,296067105,2,1.6,2014-06-10 21:30:00,西部公共汽车,334路,粤BH0455,114.060554,22.661315,37,岗头村委,3
9265,360944296,2,1.6,2014-06-10 21:30:06,西部公共汽车,334路,粤BH0455,114.060554,22.661315,37,岗头村委,3
9611,293816117,2,1.6,2014-06-10 21:30:08,西部公共汽车,334路,粤BH0455,114.060554,22.661315,37,岗头村委,3
8968,325682036,2,1.6,2014-06-10 21:41:57,西部公共汽车,334路,粤BH0455,114.056152,22.654071,23,华为单身公寓北,8
9232,327516487,2,1.6,2014-06-10 21:42:00,西部公共汽车,334路,粤BH0455,114.056152,22.654071,23,华为单身公寓北,8
9239,328707070,2,1.6,2014-06-10 21:42:09,西部公共汽车,334路,粤BH0455,114.056152,22.654071,23,华为单身公寓北,8
9613,293933451,2,1.6,2014-06-10 21:42:46,西部公共汽车,334路,粤BH0455,114.056152,22.654071,23,华为单身公寓北,8
9635,298840909,2,1.6,2014-06-10 21:42:56,西部公共汽车,334路,粤BH0455,114.056152,22.654071,23,华为单身公寓北,8
9636,298840914,2,1.6,2014-06-10 21:42:57,西部公共汽车,334路,粤BH0455,114.056152,22.654071,23,华为单身公寓北,8
9624,295001527,2,1.6,2014-06-10 21:43:29,西部公共汽车,334路,粤BH0455,114.056152,22.654071,23,华为单身公寓北,8
9625,295033433,2,1.6,2014-06-10 21:45:09,西部公共汽车,334路,粤BH0455,114.062049,22.638967,49,坂田路口西,12
9637,298864133,2,1.6,2014-06-10 21:45:13,西部公共汽车,334路,粤BH0455,114.062049,22.638967,49,坂田路口西,12
8967,325316342,2,1.6,2014-06-10 21:46:08,西部公共汽车,334路,粤BH0455,114.062049,22.638967,49,坂田路口西,12
9280,291591528,2,1.6,2014-06-10 21:47:06,西部公共汽车,334路,粤BH0455,114.062049,22.638967,49,坂田路口西,12
9279,291483474,2,1.2,2014-06-10 21:47:09,西部公共汽车,334路,粤BH0455,114.062049,22.638967,49,坂田路口西,12
9267,361283067,2,1.6,2014-06-10 21:48:17,西部公共汽车,334路,粤BH0455,114.062049,22.638967,49,坂田路口西,12
9241,328836493,2,1.6,2014-06-10 21:51:22,西部公共汽车,334路,粤BH0455,114.052688,22.636716,31,利金城工业园,15
9282,291758700,2,1.2,2014-06-10 21:52:00,西部公共汽车,334路,粤BH0455,114.052688,22.636716,31,利金城工业园,15
9237,328129032,2,1.6,2014-06-10 21:52:18,西部公共汽车,334路,粤BH0455,114.052688,22.636716,31,利金城工业园,15
9645,322921644,2,1.2,2014-06-10 21:52:35,西部公共汽车,334路,粤BH0455,114.052688,22.636716,31,利金城工业园,15
9257,290474066,2,1.6,2014-06-10 21:52:40,西部公共汽车,334路,粤BH0455,114.052688,22.636716,31,利金城工业园,15
9261,330700890,2,1.6,2014-06-10 21:53:21,西部公共汽车,334路,粤BH0455,114.052688,22.636716,31,利金城工业园,15
8965,323619152,2,1.6,2014-06-10 21:53:28,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
9621,294567297,2,1.6,2014-06-10 21:53:37,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
8974,327113496,2,1.2,2014-06-10 21:53:44,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
8971,325985025,2,1.6,2014-06-10 21:57:00,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
9242,329476041,2,1.6,2014-06-10 21:57:52,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
9278,291120776,2,1.6,2014-06-10 22:03:10,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
9618,294355058,2,1.6,2014-06-10 22:03:17,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
9630,296310139,2,1.6,2014-06-10 22:03:24,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
9632,296370503,2,1.6,2014-06-10 22:03:26,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
9263,360807160,2,1.6,2014-06-10 22:04:01,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
9268,361290953,2,1.6,2014-06-10 22:04:04,西部公共汽车,334路,粤BH0455,114.031578,22.637006,35,牛栏前,20
9631,296342848,2,1.6,2014-06-10 22:07:26,西部公共汽车,334路,粤BH0455,114.032508,22.629636,30,沙吓,21
9240,328804925,2,1.6,2014-06-10 22:07:28,西部公共汽车,334路,粤BH0455,114.032508,22.629636,30,沙吓,21
