,卡片记录编码,交易金额,实际交易金额,交易时间,公司名称,线路名称,车牌号,lab1,lab,纬度,经度,angle,站点标号
8,323064149,2,1.6,2014-06-10 09:05:47,西部公共汽车,334路,粤BH1177,545,545.0,22.497243,113.929023,1.3376671184311377,3
56,280451418,2,1.6,2014-06-10 09:33:52,西部公共汽车,334路,粤BH1177,573,573.0,22.487185999999998,113.926635,0.6343578298482289,3
2,322063460,2,1.2,2014-06-10 09:34:33,西部公共汽车,334路,粤BH1177,574,574.0,22.488988,113.929084,0.0,3
9,323185254,2,1.2,2014-06-10 09:34:31,西部公共汽车,334路,粤BH1177,574,574.0,22.488988,113.929084,0.0,3
45,320316591,2,1.6,2014-06-10 09:34:24,西部公共汽车,334路,粤BH1177,574,574.0,22.488988,113.929084,1.5382664835984639,3
34,660015946,2,1.6,2014-06-10 09:36:17,西部公共汽车,334路,粤BH1177,576,576.0,22.496732,113.929336,-1.235739509963953,3
54,80077655,2,1.6,2014-06-10 09:37:50,西部公共汽车,334路,粤BH1177,577,577.0,22.49855,113.928703,-1.4782019338993178,3
24,328806562,2,1.6,2014-06-10 09:40:24,西部公共汽车,334路,粤BH1177,580,580.0,22.511364999999998,113.92751299999999,1.5439954504417923,3
6,322809595,2,1.6,2014-06-10 09:41:20,西部公共汽车,334路,粤BH1177,581,581.0,22.515916,113.92763500000001,1.5495229407749729,3
14,324485371,2,1.6,2014-06-10 09:42:41,西部公共汽车,334路,粤BH1177,582,582.0,22.518783,113.927696,0.0,3
47,320623918,2,1.6,2014-06-10 09:42:17,西部公共汽车,334路,粤BH1177,582,582.0,22.518783,113.927696,0.0,3
25,328821698,2,1.6,2014-06-10 09:42:37,西部公共汽车,334路,粤BH1177,582,582.0,22.518783,113.927696,1.251341514482895,3
33,361089200,2,1.6,2014-06-10 09:46:21,西部公共汽车,334路,粤BH1177,586,586.0,22.529899,113.931373,0.7614011047048824,3
3,322107926,2,1.6,2014-06-10 09:49:01,西部公共汽车,334路,粤BH1177,589,589.0,22.539272,113.941207,0.0,5
190,322107926,1,0.8,2014-06-10 09:49:17,西部公共汽车,334路,粤BH1177,589,589.0,22.539272,113.941207,0.8505667945974591,5
195,326299468,3,2.4,2014-06-10 09:51:12,西部公共汽车,334路,粤BH1177,591,591.0,22.543516,113.94493100000001,1.4491964762127598,6
196,327037591,2,1.6,2014-06-10 09:58:12,西部公共汽车,334路,粤BH1177,598,598.0,22.558933,113.94681499999999,1.4414627284822805,14
200,361383232,2,1.6,2014-06-10 10:01:57,西部公共汽车,334路,粤BH1177,601,601.0,22.5638,113.947448,-0.0982849344834944,15
185,23334092,2,1.6,2014-06-10 10:02:14,西部公共汽车,334路,粤BH1177,602,602.0,22.563299,113.952529,0.0,15
192,323804764,2,1.6,2014-06-10 10:02:04,西部公共汽车,334路,粤BH1177,602,602.0,22.563299,113.952529,0.0,15
194,325669676,2,1.6,2014-06-10 10:02:06,西部公共汽车,334路,粤BH1177,602,602.0,22.563299,113.952529,-0.08256392978414868,15
186,23531273,4,3.15,2014-06-10 10:16:07,西部公共汽车,334路,粤BH1177,616,616.0,22.560867000000002,113.981918,0.0384351244881672,21
201,680387238,2,1.2,2014-06-10 10:23:20,西部公共汽车,334路,粤BH1177,623,623.0,22.563043,114.038505,-0.982793723248278,29
187,23584463,2,1.6,2014-06-10 10:25:32,西部公共汽车,334路,粤BH1177,625,625.0,22.566499,114.036201,0.254838939713457,29
199,329581429,2,1.6,2014-06-10 10:31:09,西部公共汽车,334路,粤BH1177,631,631.0,22.5711,114.05386299999999,0.4474471672112029,32
191,322576656,2,1.6,2014-06-10 10:37:00,西部公共汽车,334路,粤BH1177,637,637.0,22.574742999999998,114.061454,-0.9986023232631127,35
184,20304805,2,1.2,2014-06-10 10:45:03,西部公共汽车,334路,粤BH1177,645,645.0,22.608064000000002,114.039993,-1.2571522893802376,37
189,291687465,2,1.6,2014-06-10 10:51:23,西部公共汽车,334路,粤BH1177,651,651.0,22.619567,114.03626200000001,0.0,40
193,325226715,2,1.2,2014-06-10 10:51:30,西部公共汽车,334路,粤BH1177,651,651.0,22.619567,114.03626200000001,-1.3531145924972303,40
188,280857339,2,1.2,2014-06-10 10:58:17,西部公共汽车,334路,粤BH1177,658,658.0,22.638126,114.03215700000001,1.3237287670247793,44
198,328142383,2,1.6,2014-06-10 10:59:09,西部公共汽车,334路,粤BH1177,659,659.0,22.642967000000002,114.033378,-0.3936520759611818,46
197,328066621,2,1.6,2014-06-10 11:02:05,西部公共汽车,334路,粤BH1177,662,662.0,22.638952,114.04304499999999,0.5361965168229913,48
608,360358200,2,1.6,2014-06-10 13:44:39,西部公共汽车,334路,粤BH1177,824,824.0,22.5625835,113.977958,-0.4733878921019103,21
718,327431258,2,1.2,2014-06-10 13:50:09,西部公共汽车,334路,粤BH1177,830,830.0,22.569575,113.964309,0.0,18
694,323291693,2,1.6,2014-06-10 13:50:03,西部公共汽车,334路,粤BH1177,830,830.0,22.569575,113.964309,-0.06403929788625023,18
717,327392094,2,1.6,2014-06-10 13:56:40,西部公共汽车,334路,粤BH1177,836,836.0,22.570484,113.950134,1.2533485256665045,17
561,23027896,2,1.6,2014-06-10 14:01:29,西部公共汽车,334路,粤BH1177,841,841.0,22.559870999999998,113.946647,0.0,14
557,20940339,2,1.6,2014-06-10 14:01:36,西部公共汽车,334路,粤BH1177,841,841.0,22.559870999999998,113.946647,0.0,14
699,325441145,2,1.6,2014-06-10 14:01:32,西部公共汽车,334路,粤BH1177,841,841.0,22.559870999999998,113.946647,1.3954021062633404,14
662,294180312,2,1.6,2014-06-10 14:02:51,西部公共汽车,334路,粤BH1177,842,842.0,22.558923,113.94647900000001,0.0,13
654,292649391,2,1.6,2014-06-10 14:02:46,西部公共汽车,334路,粤BH1177,842,842.0,22.558923,113.94647900000001,0.0941569487938338,13
672,320113558,2,1.6,2014-06-10 14:04:46,西部公共汽车,334路,粤BH1177,844,844.0,22.558351000000002,113.940422,1.5707963267948966,11
622,660445918,2,1.6,2014-06-10 14:05:12,西部公共汽车,334路,粤BH1177,845,845.0,22.556991,113.940422,0.0,11
690,322503322,2,1.6,2014-06-10 14:05:05,西部公共汽车,334路,粤BH1177,845,845.0,22.556991,113.940422,1.5653524944767772,11
612,360913078,2,1.6,2014-06-10 14:08:38,西部公共汽车,334路,粤BH1177,848,848.0,22.549827,113.94038300000001,0.0,10
721,328080439,2,1.6,2014-06-10 14:08:40,西部公共汽车,334路,粤BH1177,848,848.0,22.549827,113.94038300000001,1.3129338240507775,10
678,321695097,2,1.2,2014-06-10 14:22:18,西部公共汽车,334路,粤BH1177,862,862.0,22.534755,113.93640800000001,0.0,3
689,322399202,2,1.6,2014-06-10 14:22:21,西部公共汽车,334路,粤BH1177,862,862.0,22.534755,113.93640800000001,1.2597642240888023,3
716,327321466,2,1.6,2014-06-10 15:17:08,西部公共汽车,334路,粤BH1177,917,917.0,22.50644019512195,113.92730575609757,1.3821946971716024,3
559,21005935,4,3.15,2014-06-10 15:24:09,西部公共汽车,334路,粤BH1177,924,924.0,22.512541357142858,113.9284702857143,0.0,3
714,327181227,2,1.6,2014-06-10 15:24:13,西部公共汽车,334路,粤BH1177,924,924.0,22.512541357142858,113.9284702857143,0.0,3
553,20690161,2,1.6,2014-06-10 15:24:18,西部公共汽车,334路,粤BH1177,924,924.0,22.512541357142858,113.9284702857143,1.181365966746368,3
570,80248271,2,1.6,2014-06-10 15:25:06,西部公共汽车,334路,粤BH1177,925,925.0,22.515134714285715,113.92953457142858,0.0,3
719,327515702,2,1.6,2014-06-10 15:25:12,西部公共汽车,334路,粤BH1177,925,925.0,22.515134714285715,113.92953457142858,0.0,3
733,324651968,2,1.6,2014-06-10 15:25:26,西部公共汽车,334路,粤BH1177,925,925.0,22.515134714285715,113.92953457142858,0.0,3
651,292297518,2,1.6,2014-06-10 15:25:49,西部公共汽车,334路,粤BH1177,925,925.0,22.515134714285715,113.92953457142858,1.1813659667441032,3
566,23554539,5,3.9,2014-06-10 15:31:41,西部公共汽车,334路,粤BH1177,931,931.0,22.53069485714286,113.93592028571429,0.0,3
650,292036340,2,1.6,2014-06-10 15:31:55,西部公共汽车,334路,粤BH1177,931,931.0,22.53069485714286,113.93592028571429,0.0,3
664,294333057,2,1.2,2014-06-10 15:31:48,西部公共汽车,334路,粤BH1177,931,931.0,22.53069485714286,113.93592028571429,1.181365966744023,3
729,323508422,3,2.4,2014-06-10 15:33:35,西部公共汽车,334路,粤BH1177,933,933.0,22.535881571428572,113.93804885714286,0.0,4
715,327227170,2,1.6,2014-06-10 15:33:42,西部公共汽车,334路,粤BH1177,933,933.0,22.535881571428572,113.93804885714286,1.181365966744023,4
701,325624191,2,1.6,2014-06-10 15:35:11,西部公共汽车,334路,粤BH1177,935,935.0,22.541068285714285,113.94017742857143,1.181365966741678,5
738,325257945,2,1.2,2014-06-10 15:36:21,西部公共汽车,334路,粤BH1177,936,936.0,22.543661642857142,113.94124171428572,1.2139193697229478,9
683,322013165,7,5.3,2014-06-10 15:38:00,西部公共汽车,334路,粤BH1177,938,938.0,22.547703,113.94274850000001,1.274215427241122,9
668,294525311,2,1.6,2014-06-10 15:39:36,西部公共汽车,334路,粤BH1177,939,939.0,22.549151,113.943191,1.2742154272366342,10
670,296054736,3,2.4,2014-06-10 15:41:15,西部公共汽车,334路,粤BH1177,941,941.0,22.552046999999998,113.944076,0.0,10
554,20798453,2,1.6,2014-06-10 15:41:35,西部公共汽车,334路,粤BH1177,941,941.0,22.552046999999998,113.944076,0.0,10
