,卡片记录编码,交易金额,实际交易金额,交易时间,公司名称,线路名称,车牌号,lab1,lab,纬度,经度,angle,站点标号
234,326784683,2,1.6,2014-06-10 07:20:22,西部公共汽车,334路,粤BH1177,440,440.0,22.607131,114.038505,0.0,37
100,329697178,2,1.6,2014-06-10 07:20:34,西部公共汽车,334路,粤BH1177,440,440.0,22.607131,114.038505,0.0,37
129,291144536,2,1.6,2014-06-10 07:20:49,西部公共汽车,334路,粤BH1177,440,440.0,22.607131,114.038505,0.0,37
67,329596936,6,4.65,2014-06-10 07:20:41,西部公共汽车,334路,粤BH1177,440,440.0,22.607131,114.038505,0.0,37
72,20231618,2,1.6,2014-06-10 07:20:08,西部公共汽车,334路,粤BH1177,440,440.0,22.607131,114.038505,0.0,37
207,322909316,2,1.6,2014-06-10 07:20:45,西部公共汽车,334路,粤BH1177,440,440.0,22.607131,114.038505,0.0,37
162,320318900,2,1.6,2014-06-10 07:20:30,西部公共汽车,334路,粤BH1177,440,440.0,22.607131,114.038505,-0.8516074506588457,37
208,322941715,4,3.15,2014-06-10 07:21:52,西部公共汽车,334路,粤BH1177,441,441.0,22.603384,114.04178600000002,0.0,37
68,329685287,2,1.6,2014-06-10 07:21:32,西部公共汽车,334路,粤BH1177,441,441.0,22.603384,114.04178600000002,-1.0271486227007447,37
220,325032024,2,1.2,2014-06-10 07:26:18,西部公共汽车,334路,粤BH1177,446,446.0,22.590017,114.049865,0.0,36
117,360930620,2,1.2,2014-06-10 07:26:11,西部公共汽车,334路,粤BH1177,446,446.0,22.590017,114.049865,0.0,36
171,321597322,2,1.6,2014-06-10 07:26:25,西部公共汽车,334路,粤BH1177,446,446.0,22.590017,114.049865,0.0,36
205,322816904,2,1.2,2014-06-10 07:26:50,西部公共汽车,334路,粤BH1177,446,446.0,22.590017,114.049865,0.0,36
74,20569777,2,1.6,2014-06-10 07:26:20,西部公共汽车,334路,粤BH1177,446,446.0,22.590017,114.049865,0.0,36
147,293949704,2,1.2,2014-06-10 07:26:47,西部公共汽车,334路,粤BH1177,446,446.0,22.590017,114.049865,0.0,36
229,326211162,2,1.6,2014-06-10 07:26:53,西部公共汽车,334路,粤BH1177,446,446.0,22.590017,114.049865,-0.9572123379856469,36
227,325920689,3,2.4,2014-06-10 07:27:22,西部公共汽车,334路,粤BH1177,447,447.0,22.585283,114.05319899999999,0.0,32
85,23437661,4,3.15,2014-06-10 07:27:02,西部公共汽车,334路,粤BH1177,447,447.0,22.585283,114.05319899999999,-1.1648301156549963,32
241,327519794,3,2.4,2014-06-10 07:33:23,西部公共汽车,334路,粤BH1177,453,453.0,22.571136,114.05928,0.0,35
124,662203273,2,1.6,2014-06-10 07:33:42,西部公共汽车,334路,粤BH1177,453,453.0,22.571136,114.05928,0.0,35
161,320023043,2,1.6,2014-06-10 07:33:49,西部公共汽车,334路,粤BH1177,453,453.0,22.571136,114.05928,-0.05491963410928057,35
107,330617222,2,1.6,2014-06-10 07:34:29,西部公共汽车,334路,粤BH1177,454,454.0,22.571399,114.054496,0.1540492341557855,32
110,330691787,3,2.4,2014-06-10 07:35:54,西部公共汽车,334路,粤BH1177,455,455.0,22.571149,114.05288600000002,0.0,32
247,328290880,3,2.4,2014-06-10 07:35:42,西部公共汽车,334路,粤BH1177,455,455.0,22.571149,114.05288600000002,0.0,32
233,326651983,2,1.2,2014-06-10 07:35:45,西部公共汽车,334路,粤BH1177,455,455.0,22.571149,114.05288600000002,-0.03505654029083291,32
215,323776506,2,1.6,2014-06-10 07:36:34,西部公共汽车,334路,粤BH1177,456,456.0,22.571332,114.04766799999999,0.0,30
245,328198314,4,3.15,2014-06-10 07:36:40,西部公共汽车,334路,粤BH1177,456,456.0,22.571332,114.04766799999999,0.0,30
99,290231480,2,1.6,2014-06-10 07:36:43,西部公共汽车,334路,粤BH1177,456,456.0,22.571332,114.04766799999999,0.0,30
87,80407092,3,2.4,2014-06-10 07:36:47,西部公共汽车,334路,粤BH1177,456,456.0,22.571332,114.04766799999999,0.0,30
141,292764538,2,1.6,2014-06-10 07:36:06,西部公共汽车,334路,粤BH1177,456,456.0,22.571332,114.04766799999999,0.22306264433610623,30
224,325381829,3,2.4,2014-06-10 07:39:56,西部公共汽车,334路,粤BH1177,459,459.0,22.569366,114.039001,-0.16623681627196643,29
225,325589610,3,2.4,2014-06-10 07:40:05,西部公共汽车,334路,粤BH1177,460,460.0,22.569416,114.038703,0.63064863720115,29
143,292991236,2,1.6,2014-06-10 07:47:18,西部公共汽车,334路,粤BH1177,467,467.0,22.56525,114.032997,0.0,27
82,23249445,2,1.6,2014-06-10 07:47:31,西部公共汽车,334路,粤BH1177,467,467.0,22.56525,114.032997,0.0,27
137,292189689,4,3.15,2014-06-10 07:47:13,西部公共汽车,334路,粤BH1177,467,467.0,22.56525,114.032997,0.6945813806405744,27
69,20053425,2,1.2,2014-06-10 07:50:37,西部公共汽车,334路,粤BH1177,470,470.0,22.562116,114.02923500000001,0.14440318348124678,25
84,23363265,3,2.4,2014-06-10 07:52:17,西部公共汽车,334路,粤BH1177,472,472.0,22.560565,114.018569,0.26465715417135693,23
163,320411305,2,1.2,2014-06-10 07:55:50,西部公共汽车,334路,粤BH1177,475,475.0,22.557199,114.006149,0.0,22
120,361166697,2,1.2,2014-06-10 07:55:54,西部公共汽车,334路,粤BH1177,475,475.0,22.557199,114.006149,0.0,22
91,280782563,2,1.6,2014-06-10 07:55:58,西部公共汽车,334路,粤BH1177,475,475.0,22.557199,114.006149,0.0,22
210,323155513,2,1.2,2014-06-10 07:55:56,西部公共汽车,334路,粤BH1177,475,475.0,22.557199,114.006149,0.18466246371914793,22
156,295338314,2,1.2,2014-06-10 07:56:15,西部公共汽车,334路,粤BH1177,476,476.0,22.555932000000002,113.999366,0.0,22
123,660545906,2,1.2,2014-06-10 07:56:08,西部公共汽车,334路,粤BH1177,476,476.0,22.555932000000002,113.999366,0.0,22
130,291281671,2,1.2,2014-06-10 07:56:29,西部公共汽车,334路,粤BH1177,476,476.0,22.555932000000002,113.999366,0.0,22
135,291552669,2,1.6,2014-06-10 07:56:24,西部公共汽车,334路,粤BH1177,476,476.0,22.555932000000002,113.999366,0.0,22
102,329826323,2,1.2,2014-06-10 07:56:11,西部公共汽车,334路,粤BH1177,476,476.0,22.555932000000002,113.999366,0.0,22
70,20154975,2,1.2,2014-06-10 07:56:03,西部公共汽车,334路,粤BH1177,476,476.0,22.555932000000002,113.999366,0.0,22
238,327405176,2,1.2,2014-06-10 07:56:18,西部公共汽车,334路,粤BH1177,476,476.0,22.555932000000002,113.999366,0.0,22
244,328193560,2,1.2,2014-06-10 07:56:14,西部公共汽车,334路,粤BH1177,476,476.0,22.555932000000002,113.999366,0.0,22
119,361165737,2,1.2,2014-06-10 07:56:31,西部公共汽车,334路,粤BH1177,476,476.0,22.555932000000002,113.999366,-0.31936515501431656,22
104,330177524,3,2.4,2014-06-10 08:00:53,西部公共汽车,334路,粤BH1177,480,480.0,22.563632000000002,113.97608100000001,0.0,20
86,80275595,2,1.6,2014-06-10 08:00:32,西部公共汽车,334路,粤BH1177,480,480.0,22.563632000000002,113.97608100000001,0.0,20
83,23260090,2,1.6,2014-06-10 08:00:44,西部公共汽车,334路,粤BH1177,480,480.0,22.563632000000002,113.97608100000001,-0.4753429820936065,20
221,325035596,2,1.6,2014-06-10 08:01:15,西部公共汽车,334路,粤BH1177,481,481.0,22.563667000000002,113.976013,0.0,20
71,20172326,2,1.6,2014-06-10 08:01:27,西部公共汽车,334路,粤BH1177,481,481.0,22.563667000000002,113.976013,0.0,20
173,322084980,2,1.6,2014-06-10 08:01:34,西部公共汽车,334路,粤BH1177,481,481.0,22.563667000000002,113.976013,-0.4075106871192335,20
182,322556804,2,1.6,2014-06-10 08:02:57,西部公共汽车,334路,粤BH1177,482,482.0,22.564283,113.97458600000002,-0.4808312047501179,20
204,322752325,2,1.6,2014-06-10 08:05:32,西部公共汽车,334路,粤BH1177,485,485.0,22.569688,113.964225,0.0,18
219,324726565,2,1.6,2014-06-10 08:05:21,西部公共汽车,334路,粤BH1177,485,485.0,22.569688,113.964225,0.0,18
240,327440732,2,1.6,2014-06-10 08:05:18,西部公共汽车,334路,粤BH1177,485,485.0,22.569688,113.964225,0.0,18
65,329573532,2,1.6,2014-06-10 08:05:30,西部公共汽车,334路,粤BH1177,485,485.0,22.569688,113.964225,0.0,18
80,23038751,2,1.6,2014-06-10 08:05:28,西部公共汽车,334路,粤BH1177,485,485.0,22.569688,113.964225,-0.1533155191134768,18
77,20791407,2,1.6,2014-06-10 08:06:24,西部公共汽车,334路,粤BH1177,486,486.0,22.569932,113.96264599999999,0.0,18
209,323113673,2,1.6,2014-06-10 08:06:26,西部公共汽车,334路,粤BH1177,486,486.0,22.569932,113.96264599999999,0.0,18
202,322615055,2,1.6,2014-06-10 08:06:36,西部公共汽车,334路,粤BH1177,486,486.0,22.569932,113.96264599999999,0.0,18
180,322517885,2,1.6,2014-06-10 08:06:44,西部公共汽车,334路,粤BH1177,486,486.0,22.569932,113.96264599999999,0.0,18
81,23107040,2,1.6,2014-06-10 08:06:34,西部公共汽车,334路,粤BH1177,486,486.0,22.569932,113.96264599999999,-0.24630590021679857,18
239,327417948,2,1.6,2014-06-10 08:07:21,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
116,360897038,2,1.6,2014-06-10 08:07:18,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
223,325370492,2,1.6,2014-06-10 08:07:09,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
158,296050341,2,1.6,2014-06-10 08:07:43,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
216,323850110,2,1.6,2014-06-10 08:07:11,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
211,323306621,2,1.6,2014-06-10 08:07:41,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
176,322296418,2,1.6,2014-06-10 08:07:07,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
232,326443242,2,1.6,2014-06-10 08:07:06,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
164,320428796,2,1.6,2014-06-10 08:07:49,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
152,294413850,2,1.6,2014-06-10 08:07:39,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
103,330176400,2,1.6,2014-06-10 08:07:13,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
78,20966796,2,1.6,2014-06-10 08:07:04,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
66,329596365,2,1.6,2014-06-10 08:07:15,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
153,294563661,2,1.6,2014-06-10 08:07:25,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,0.0,18
145,293656277,2,1.6,2014-06-10 08:07:34,西部公共汽车,334路,粤BH1177,487,487.0,22.570332999999998,113.961051,-0.28364584026148043,18
203,322706144,2,1.6,2014-06-10 08:08:24,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
125,680478224,2,1.6,2014-06-10 08:08:40,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
254,329308924,2,1.6,2014-06-10 08:08:29,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
106,330224827,2,1.6,2014-06-10 08:08:45,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
96,287040232,2,1.6,2014-06-10 08:08:32,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
218,324621557,2,1.6,2014-06-10 08:08:26,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
138,292380843,2,1.6,2014-06-10 08:08:04,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
222,325177305,2,1.6,2014-06-10 08:08:23,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
140,292735916,2,1.6,2014-06-10 08:08:28,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
174,322174273,2,1.6,2014-06-10 08:08:41,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
179,322489442,2,1.6,2014-06-10 08:08:35,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
39,294461647,2,1.6,2014-06-10 08:08:48,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
235,326878874,2,1.6,2014-06-10 08:08:36,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
157,295404659,2,1.6,2014-06-10 08:08:38,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
168,320883649,2,1.6,2014-06-10 08:08:43,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,0.0,18
160,296258789,2,1.6,2014-06-10 08:08:05,西部公共汽车,334路,粤BH1177,488,488.0,22.570484,113.96053300000001,-0.25527054877742994,18
20,326527152,2,1.6,2014-06-10 08:09:45,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
27,329901825,2,1.6,2014-06-10 08:09:35,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
44,296380929,2,1.6,2014-06-10 08:09:05,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
64,293843704,2,1.6,2014-06-10 08:09:11,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
23,328765115,2,1.6,2014-06-10 08:09:07,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
51,21060395,2,1.6,2014-06-10 08:09:41,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
57,280696708,2,1.6,2014-06-10 08:09:36,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
17,325923006,2,1.6,2014-06-10 08:09:04,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
61,292755778,2,1.6,2014-06-10 08:09:13,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
5,322625263,2,1.6,2014-06-10 08:09:42,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
32,360918853,2,1.6,2014-06-10 08:09:08,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,0.0,17
28,330579226,2,1.6,2014-06-10 08:09:02,西部公共汽车,334路,粤BH1177,489,489.0,22.570966000000002,113.95868600000001,-0.06683424736539663,17
50,20615666,2,1.6,2014-06-10 08:10:33,西部公共汽车,334路,粤BH1177,490,490.0,22.57135,113.952949,0.0,17
19,326487124,2,1.6,2014-06-10 08:10:41,西部公共汽车,334路,粤BH1177,490,490.0,22.57135,113.952949,0.0,17
53,23604411,2,1.6,2014-06-10 08:10:31,西部公共汽车,334路,粤BH1177,490,490.0,22.57135,113.952949,0.0,17
22,328046472,2,1.6,2014-06-10 08:10:34,西部公共汽车,334路,粤BH1177,490,490.0,22.57135,113.952949,0.0,17
36,680022232,2,1.6,2014-06-10 08:10:49,西部公共汽车,334路,粤BH1177,490,490.0,22.57135,113.952949,0.0,17
30,360493668,2,1.6,2014-06-10 08:10:36,西部公共汽车,334路,粤BH1177,490,490.0,22.57135,113.952949,0.0,17
7,322893431,2,1.6,2014-06-10 08:10:53,西部公共汽车,334路,粤BH1177,490,490.0,22.57135,113.952949,0.0,17
15,325397772,2,1.6,2014-06-10 08:10:43,西部公共汽车,334路,粤BH1177,490,490.0,22.57135,113.952949,0.8554587460385239,17
722,328712774,2,1.6,2014-06-10 12:28:01,西部公共汽车,334路,粤BH1177,748,748.0,22.655591,114.071044,-0.7924889699645103,62
563,23250992,3,2.4,2014-06-10 12:30:07,西部公共汽车,334路,粤BH1177,750,750.0,22.661201000000002,114.065513,-0.07286602814715198,61
698,325333023,2,1.6,2014-06-10 12:32:54,西部公共汽车,334路,粤BH1177,752,752.0,22.661617,114.05981399999999,0.0,60
601,330115309,2,1.6,2014-06-10 12:32:51,西部公共汽车,334路,粤BH1177,752,752.0,22.661617,114.05981399999999,0.5319994310083549,60
597,329862493,6,4.65,2014-06-10 12:35:13,西部公共汽车,334路,粤BH1177,755,755.0,22.659282,114.055847,-0.8660575615592887,57
